[URI FORMAT OK] Relokace na ../../Tester/Test1zN.php?test=1280 v 12.10.2017 15:10:56;http://localhost/Tester/TestovaciKlikator/testovaciKlikator.php?XDEBUG_SESSION_START=netbeans-xdebug;/Tester/Zakazky/Zkusebni/run-dGVzdD0xMjgw;/Tester/Zakazky/Zkusebni/run-dGVzdD0xMjgw;::1;::1;1507815621,985;12.10.2017 15:10:21;runparam=dGVzdD0xMjgw
[URI FORMAT OK] Relokace na ../../Tester/Test1zN.php?test=.%24id_vzb_osoba_kampan. v 13.10.2017 15:10:54;http://localhost/Tester/Starter/start.php;/Tester/Zakazky/Zkusebni/run-dGVzdD0uJTI0aWRfdnpiX29zb2JhX2thbXBhbi4=;/Tester/Zakazky/Zkusebni/run-dGVzdD0uJTI0aWRfdnpiX29zb2JhX2thbXBhbi4=;::1;::1;1507900788,979;13.10.2017 15:10:48;runparam=dGVzdD0uJTI0aWRfdnpiX29zb2JhX2thbXBhbi4=
